binary,log_path,io_rw,io_meta,net_total,net_ipv4,net_ipv6,net_unix,mem_mgmt,process_create,execve,priv_ctrl,errno_total,errno_perm,errno_enoent,touch_sensitive,w_x_transition,uses_unlink,duration,rate_cps,err_rate,net_ratio
logname.strace,strace_logs/logname.strace.log,11.0,21.0,0.0,0.0,0.0,0.0,17.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.010838031768798828,4614.383782832505,0.0,0.0
look.strace,strace_logs/look.strace.log,11.0,19.0,0.0,0.0,0.0,0.0,17.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.015878915786743164,3023.876413267068,0.0,0.0
ls.strace,strace_logs/ls.strace.log,10.0,26.0,0.0,0.0,0.0,0.0,29.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.015280008316040039,4320.369376960165,0.0,0.0
lsattr.strace,strace_logs/lsattr.strace.log,8.0,39.0,0.0,0.0,0.0,0.0,28.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.023344993591308594,3256.5159933003797,0.0,0.0
lsblk.strace,strace_logs/lsblk.strace.log,103.0,526.0,0.0,0.0,0.0,0.0,57.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.15619707107543945,4412.094236634114,0.0,0.0
lscpu.strace,strace_logs/lscpu.strace.log,121.0,273.0,0.0,0.0,0.0,0.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.10160708427429199,4124.728212384231,0.0,0.0
lsipc.strace,strace_logs/lsipc.strace.log,22.0,62.0,0.0,0.0,0.0,0.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.024342060089111328,4478.846147818763,0.0,0.0
lslocks.strace,strace_logs/lslocks.strace.log,13.0,34.0,0.0,0.0,0.0,0.0,48.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.028814077377319336,3332.704803276654,0.0,0.0
lslogins.strace,strace_logs/lslogins.strace.log,89.0,770.0,4.0,0.0,0.0,4.0,78.0,0.0,1.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2690589427947998,3539.258160502962,0.0,0.00516795865633075
lsmem.strace,strace_logs/lsmem.strace.log,531.0,1077.0,0.0,0.0,0.0,0.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.346904993057251,4708.340720606175,0.0,0.0
lsns.strace,strace_logs/lsns.strace.log,51.0,896.0,4.0,0.0,0.0,4.0,49.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.20515704154968262,4899.686354651008,0.0,0.0044444444444444444
lsof.strace,strace_logs/lsof.strace.log,17.0,92340.0,0.0,0.0,0.0,0.0,77.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,14.995213985443115,6165.300162020562,0.0,0.0
lstmeval.strace,strace_logs/lstmeval.strace.log,32.0,89.0,0.0,0.0,0.0,0.0,166.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.07657003402709961,3762.262531215165,0.0,0.0
lstmtraining.strace,strace_logs/lstmtraining.strace.log,32.0,89.0,0.0,0.0,0.0,0.0,166.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.04797196388244629,6004.506562827706,0.0,0.0
lzmainfo.strace,strace_logs/lzmainfo.strace.log,10.0,21.0,0.0,0.0,0.0,0.0,22.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.029260873794555664,1846.467786749668,0.0,0.0
m4.strace,strace_logs/m4.strace.log,9.0,20.0,0.0,0.0,0.0,0.0,23.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.012640953063964844,4193.721840814786,0.0,0.0
make.strace,strace_logs/make.strace.log,8.0,31.0,0.0,0.0,0.0,0.0,18.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.04203915596008301,1380.6661392315327,0.0,0.0
makeconv.strace,strace_logs/makeconv.strace.log,14.0,28.0,0.0,0.0,0.0,0.0,59.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.020061016082763672,5085.488222290889,0.0,0.0
man-recode.strace,strace_logs/man-recode.strace.log,13.0,55.0,0.0,0.0,0.0,0.0,40.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.024328947067260742,4563.4662544221555,0.0,0.0
man.REAL.strace,strace_logs/man.REAL.strace.log,18.0,62.0,0.0,0.0,0.0,0.0,52.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.033164024353027344,4071.67606038821,0.0,0.0
mandb.strace,strace_logs/mandb.strace.log,604.0,11237.0,4.0,24.0,0.0,8.0,424.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,2.5789079666137695,4772.011668227829,0.0,0.00035584022773774577
manpath.strace,strace_logs/manpath.strace.log,13.0,61.0,0.0,0.0,0.0,0.0,29.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.02639293670654297,3941.4482023486903,0.0,0.0
mawk.strace,strace_logs/mawk.strace.log,32.0,13.0,0.0,0.0,0.0,0.0,22.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.014436006546020508,4711.4439709986955,0.0,0.0
mcookie.strace,strace_logs/mcookie.strace.log,6.0,13.0,0.0,0.0,0.0,0.0,17.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.010281085968017578,3599.841612170122,0.0,0.0
md5sum.strace,strace_logs/md5sum.strace.log,7.0,15.0,0.0,0.0,0.0,0.0,17.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.01223611831665039,3270.0105607731575,0.0,0.0
mdig.strace,strace_logs/mdig.strace.log,44.0,106.0,3.0,1.0,2.0,1.0,205.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.09126615524291992,3978.378021828745,0.0,0.027522935779816515
merge_unicharsets.strace,strace_logs/merge_unicharsets.strace.log,32.0,89.0,0.0,0.0,0.0,0.0,165.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.12335896492004395,2327.5435162010417,0.0,0.0
mesg.strace,strace_logs/mesg.strace.log,5.0,12.0,0.0,0.0,0.0,0.0,17.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.010042905807495117,3486.0471238990576,0.0,0.0
mftraining.strace,strace_logs/mftraining.strace.log,32.0,89.0,0.0,0.0,0.0,0.0,166.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.052001953125,5539.2535211267605,0.0,0.0
mingle.strace,strace_logs/mingle.strace.log,12.0,26.0,0.0,0.0,0.0,0.0,49.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.01807689666748047,4869.092218412028,0.0,0.0
mispipe.strace,strace_logs/mispipe.strace.log,8.0,7.0,0.0,0.0,0.0,0.0,14.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.00927591323852539,3235.1829023800956,0.0,0.0
mkdir.strace,strace_logs/mkdir.strace.log,15.0,29.0,0.0,0.0,0.0,0.0,29.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.020462989807128906,3617.2848487673023,0.0,0.0
mkfifo.strace,strace_logs/mkfifo.strace.log,15.0,29.0,0.0,0.0,0.0,0.0,29.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.016151905059814453,4582.5029079207625,0.0,0.0
mknod.strace,strace_logs/mknod.strace.log,15.0,29.0,0.0,0.0,0.0,0.0,29.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.015236854553222656,4857.645427802466,0.0,0.0
mktemp.strace,strace_logs/mktemp.strace.log,7.0,17.0,0.0,0.0,0.0,0.0,17.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.00916910171508789,4581.601383327266,0.0,0.0
mm2gv.strace,strace_logs/mm2gv.strace.log,10.0,14.0,0.0,0.0,0.0,0.0,26.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.03341412544250488,1527.3006086379496,0.0,0.0
more.strace,strace_logs/more.strace.log,7.0,15.0,0.0,0.0,0.0,0.0,22.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.014662981033325195,3069.9530251540627,0.0,0.0
mount.strace,strace_logs/mount.strace.log,21.0,41.0,0.0,0.0,0.0,0.0,42.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.02977299690246582,3594.8605828134887,0.0,0.0
mountpoint.strace,strace_logs/mountpoint.strace.log,17.0,35.0,0.0,0.0,0.0,0.0,42.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.021239042282104492,4473.894716163578,0.0,0.0
mv.strace,strace_logs/mv.strace.log,17.0,36.0,0.0,0.0,0.0,0.0,40.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.024651050567626953,3814.224906667698,0.0,0.0
namei.strace,strace_logs/namei.strace.log,11.0,19.0,0.0,0.0,0.0,0.0,17.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.012084007263183594,3973.19225001973,0.0,0.0
netstat.strace,strace_logs/netstat.strace.log,48.0,203.0,29.0,15.0,0.0,5.0,33.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.07152509689331055,4670.68958459723,0.0,0.125
networkctl.strace,strace_logs/networkctl.strace.log,27.0,91.0,6.0,0.0,0.0,2.0,134.0,0.0,1.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.05105304718017578,5230.854332841425,0.0,0.061855670103092786
newgrp.strace,strace_logs/newgrp.strace.log,29.0,91.0,16.0,0.0,0.0,12.0,58.0,1.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.05821704864501953,3625.367859775575,0.0,0.14953271028037382
nice.strace,strace_logs/nice.strace.log,6.0,13.0,0.0,0.0,0.0,0.0,17.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.00905609130859375,4086.647851727043,0.0,0.0
nl.strace,strace_logs/nl.strace.log,6.0,14.0,0.0,0.0,0.0,0.0,17.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.011675119400024414,3255.784700524822,0.0,0.0
nohup.strace,strace_logs/nohup.strace.log,11.0,19.0,0.0,0.0,0.0,0.0,17.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.010648965835571289,4508.47995074443,0.0,0.0
nop.strace,strace_logs/nop.strace.log,8.0,14.0,0.0,0.0,0.0,0.0,26.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.009800195693969727,5000.900158131614,0.0,0.0
nproc.strace,strace_logs/nproc.strace.log,6.0,13.0,0.0,0.0,0.0,0.0,17.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.009013891220092773,4105.775517761261,0.0,0.0
nsenter.strace,strace_logs/nsenter.strace.log,33.0,111.0,4.0,0.0,0.0,4.0,86.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0740668773651123,3281.818749818933,0.0,0.034782608695652174
nslookup.strace,strace_logs/nslookup.strace.log,52.0,129.0,3.0,1.0,2.0,1.0,231.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.14278697967529297,2942.4446678199074,0.0,0.022727272727272728
nstat.strace,strace_logs/nstat.strace.log,24.0,38.0,3.0,0.0,0.0,3.0,38.0,0.0,1.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.020029067993164062,5642.800209503856,0.0,0.07317073170731707
nsupdate.strace,strace_logs/nsupdate.strace.log,57.0,128.0,3.0,1.0,2.0,1.0,220.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.10947179794311523,3773.6611580327467,0.0,0.022900763358778626
numfmt.strace,strace_logs/numfmt.strace.log,6.0,13.0,0.0,0.0,0.0,0.0,17.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.009145021438598633,4046.917251088458,0.0,0.0
od.strace,strace_logs/od.strace.log,9.0,22.0,0.0,0.0,0.0,0.0,17.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.01506805419921875,3252.912911392405,0.0,0.0
ompi_info.strace,strace_logs/ompi_info.strace.log,201.0,861.0,1.0,7.0,1.0,0.0,1137.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.8712999820709229,2536.292144445597,0.0,0.001160092807424594
opal_wrapper.strace,strace_logs/opal_wrapper.strace.log,21.0,184.0,1.0,7.0,1.0,0.0,50.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.05011415481567383,5288.927153011028,0.0,0.005405405405405406
openssl.strace,strace_logs/openssl.strace.log,206.0,16.0,0.0,0.0,0.0,0.0,27.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.06322884559631348,3954.8915765777656,0.0,0.0
orte-clean.strace,strace_logs/orte-clean.strace.log,98.0,472.0,2.0,14.0,2.0,3.0,356.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.618772029876709,1533.0666646630586,0.0,0.004219409282700422
orte-info.strace,strace_logs/orte-info.strace.log,146.0,647.0,1.0,7.0,1.0,0.0,797.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6797010898590088,2354.975922463049,0.0,0.0015432098765432098
orte-server.strace,strace_logs/orte-server.strace.log,412.0,1289.0,14.0,20.0,5.0,0.0,577.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,12.894716024398804,180.8411066681959,0.0,0.010744435917114352
orted.strace,strace_logs/orted.strace.log,180.0,666.0,1.0,7.0,1.0,0.0,215.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.4800689220428467,2231.929666187415,0.0,0.0014992503748125937
orterun.strace,strace_logs/orterun.strace.log,39.0,213.0,1.0,7.0,1.0,0.0,88.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.06137800216674805,5703.368725673755,0.0,0.004672897196261682
oshmem_info.strace,strace_logs/oshmem_info.strace.log,120.0,534.0,1.0,7.0,1.0,0.0,643.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.479403018951416,2727.30740385983,0.0,0.001869158878504673
pandoc.strace,strace_logs/pandoc.strace.log,30.0,51.0,0.0,0.0,0.0,0.0,77.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.21033906936645508,756.9223328262826,0.0,0.0
paperconf.strace,strace_logs/paperconf.strace.log,8.0,16.0,0.0,0.0,0.0,0.0,21.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.031138896942138672,1478.25207111465,0.0,0.0
parallel.strace,strace_logs/parallel.strace.log,6.0,10.0,0.0,0.0,0.0,0.0,16.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.011005878448486328,3181.118712360816,0.0,0.0
partx.strace,strace_logs/partx.strace.log,13.0,25.0,0.0,0.0,0.0,0.0,29.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.013222932815551758,5143.580768467932,0.0,0.0
passwd.strace,strace_logs/passwd.strace.log,77.0,182.0,8.0,0.0,0.0,5.0,165.0,0.0,1.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.17485499382019043,2540.246894238439,0.0,0.042105263157894736
paste.strace,strace_logs/paste.strace.log,6.0,14.0,0.0,0.0,0.0,0.0,17.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.01647806167602539,2307.0964782822584,0.0,0.0
patch.strace,strace_logs/patch.strace.log,7.0,12.0,0.0,0.0,0.0,0.0,16.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.010022878646850586,3592.782487690002,0.0,0.0
pathchk.strace,strace_logs/pathchk.strace.log,11.0,19.0,0.0,0.0,0.0,0.0,17.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.010910987854003906,4400.2350319028055,0.0,0.0
pee.strace,strace_logs/pee.strace.log,6.0,7.0,0.0,0.0,0.0,0.0,16.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.00665593147277832,4508.257943188738,0.0,0.0
peekfd.strace,strace_logs/peekfd.strace.log,8.0,17.0,0.0,0.0,0.0,0.0,17.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.022190093994140625,1938.8016159532406,0.0,0.0
perl.strace,strace_logs/perl.strace.log,9.0,24.0,0.0,0.0,0.0,0.0,30.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.028840065002441406,2220.135081511855,0.0,0.0
perl5.34-x86_64-linux-gnu.strace,strace_logs/perl5.34-x86_64-linux-gnu.strace.log,10.0,24.0,0.0,0.0,0.0,0.0,36.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.12391114234924316,573.9912472268775,0.0,0.0
perl5.34.0.strace,strace_logs/perl5.34.0.strace.log,9.0,24.0,0.0,0.0,0.0,0.0,30.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.06736397743225098,951.0626661239803,0.0,0.0
pgrep.strace,strace_logs/pgrep.strace.log,22.0,54.0,0.0,0.0,0.0,0.0,65.0,0.0,1.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.028399944305419922,5212.2778253496535,0.0,0.0
pic.strace,strace_logs/pic.strace.log,10.0,18.0,0.0,0.0,0.0,0.0,34.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.028616905212402344,2202.4959176192224,0.0,0.0
pidwait.strace,strace_logs/pidwait.strace.log,22.0,54.0,0.0,0.0,0.0,0.0,65.0,0.0,1.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.029443025588989258,5027.657316609038,0.0,0.0
pigz.strace,strace_logs/pigz.strace.log,13.0,19.0,0.0,0.0,0.0,0.0,42.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.01978588104248047,3791.5817708584373,0.0,0.0
pinentry-curses.strace,strace_logs/pinentry-curses.strace.log,12.0,21.0,0.0,0.0,0.0,0.0,41.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.017112016677856445,4383.884928872974,0.0,0.0
pinky.strace,strace_logs/pinky.strace.log,8.0,24.0,0.0,0.0,0.0,0.0,17.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.011841058731079102,4223.595389107017,0.0,0.0
pkaction.strace,strace_logs/pkaction.strace.log,30.0,76.0,2.0,0.0,0.0,2.0,139.0,0.0,1.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1767418384552002,1449.4402914304292,0.0,0.02564102564102564
pkcheck.strace,strace_logs/pkcheck.strace.log,40.0,88.0,0.0,0.0,0.0,0.0,156.0,1.0,5.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.24286389350891113,1219.7896509578902,0.0,0.0
pkexec.strace,strace_logs/pkexec.strace.log,35.0,100.0,4.0,0.0,0.0,4.0,159.0,0.0,1.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.05924487113952637,5216.641355220108,0.0,0.038461538461538464
pkgconf.strace,strace_logs/pkgconf.strace.log,7.0,17.0,0.0,0.0,0.0,0.0,21.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.010013818740844727,4594.652151139258,0.0,0.0
pkgdata.strace,strace_logs/pkgdata.strace.log,14.0,28.0,0.0,0.0,0.0,0.0,59.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.019290924072265625,5288.460549733043,0.0,0.0
pkttyagent.strace,strace_logs/pkttyagent.strace.log,33.0,83.0,2.0,0.0,0.0,2.0,145.0,0.0,1.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.06893682479858398,3946.6415463682206,0.0,0.023529411764705882
pldd.strace,strace_logs/pldd.strace.log,7.0,7.0,0.0,0.0,0.0,0.0,16.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.007697105407714844,4028.488043612935,0.0,0.0
pmap.strace,strace_logs/pmap.strace.log,39.0,54.0,0.0,0.0,0.0,0.0,65.0,0.0,1.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.029993057250976562,5502.273131955485,0.0,0.0
pr.strace,strace_logs/pr.strace.log,10.0,25.0,0.0,0.0,0.0,0.0,17.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.011253833770751953,4710.506207364095,0.0,0.0
preconv.strace,strace_logs/preconv.strace.log,12.0,27.0,0.0,0.0,0.0,0.0,40.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0508580207824707,1574.0065537189307,0.0,0.0
printenv.strace,strace_logs/printenv.strace.log,6.0,13.0,0.0,0.0,0.0,0.0,17.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.008949995040893555,4135.080502943605,0.0,0.0
printf.strace,strace_logs/printf.strace.log,11.0,19.0,0.0,0.0,0.0,0.0,17.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.010360002517700195,4634.203507237705,0.0,0.0
prlimit.strace,strace_logs/prlimit.strace.log,9.0,26.0,0.0,0.0,0.0,0.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.015670061111450195,3829.9576264739444,0.0,0.0
procan.strace,strace_logs/procan.strace.log,6.0,11.0,11.0,2.0,0.0,1.0,16.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.04061698913574219,1182.7714956562572,0.0,0.5
protoc.strace,strace_logs/protoc.strace.log,22.0,26.0,0.0,0.0,0.0,0.0,55.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.07616209983825684,1366.5085694966615,0.0,0.0
prtstat.strace,strace_logs/prtstat.strace.log,9.0,17.0,0.0,0.0,0.0,0.0,17.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.008476018905639648,5192.116311777447,0.0,0.0
prune.strace,strace_logs/prune.strace.log,8.0,14.0,0.0,0.0,0.0,0.0,26.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.00943899154663086,5192.232533468047,0.0,0.0
ps.strace,strace_logs/ps.strace.log,66.0,172.0,0.0,0.0,0.0,0.0,70.0,0.0,1.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.07036709785461426,4477.523966510922,0.0,0.0
pslog.strace,strace_logs/pslog.strace.log,6.0,7.0,0.0,0.0,0.0,0.0,14.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.008510112762451172,3291.203171401356,0.0,0.0
pstree.strace,strace_logs/pstree.strace.log,67.0,722.0,0.0,0.0,0.0,0.0,22.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1427760124206543,5688.229852082171,0.0,0.0
ptx.strace,strace_logs/ptx.strace.log,6.0,17.0,0.0,0.0,0.0,0.0,18.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.010404109954833984,4037.8662175168433,0.0,0.0
pwd.strace,strace_logs/pwd.strace.log,6.0,13.0,0.0,0.0,0.0,0.0,17.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.010318994522094727,3586.6206649569094,0.0,0.0
pwdx.strace,strace_logs/pwdx.strace.log,13.0,19.0,0.0,0.0,0.0,0.0,17.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.010627031326293945,4705.982837143562,0.0,0.0
python3.10.strace,strace_logs/python3.10.strace.log,65.0,290.0,0.0,0.0,0.0,0.0,49.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5063421726226807,800.8543710120715,0.0,0.0
python3.12.strace,strace_logs/python3.12.strace.log,63.0,321.0,0.0,0.0,0.0,0.0,52.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.16515302658081055,2647.03082999616,0.0,0.0
qt-faststart.strace,strace_logs/qt-faststart.strace.log,6.0,8.0,0.0,0.0,0.0,0.0,16.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.024775981903076172,1252.2117631209223,0.0,0.0
rdma.strace,strace_logs/rdma.strace.log,8.0,14.0,6.0,0.0,0.0,0.0,27.0,0.0,1.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.09582090377807617,648.0404426949854,0.0,0.3
readlink.strace,strace_logs/readlink.strace.log,11.0,19.0,0.0,0.0,0.0,0.0,17.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.011001110076904297,4364.196046985393,0.0,0.0
realpath.strace,strace_logs/realpath.strace.log,11.0,19.0,0.0,0.0,0.0,0.0,17.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.012647867202758789,3796.106260249958,0.0,0.0
renice.strace,strace_logs/renice.strace.log,11.0,19.0,0.0,0.0,0.0,0.0,17.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.011040925979614258,4348.461443779826,0.0,0.0
resizepart.strace,strace_logs/resizepart.strace.log,11.0,19.0,0.0,0.0,0.0,0.0,17.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.015794992446899414,3039.937825476611,0.0,0.0
resolvectl.strace,strace_logs/resolvectl.strace.log,30.0,106.0,6.0,0.0,0.0,2.0,140.0,0.0,1.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1316850185394287,2210.818574865976,0.0,0.05357142857142857
rev.strace,strace_logs/rev.strace.log,6.0,16.0,0.0,0.0,0.0,0.0,18.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.01025390625,3999.4761904761904,0.0,0.0
rg.strace,strace_logs/rg.strace.log,14.0,16.0,0.0,0.0,0.0,0.0,31.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.035546064376831055,1745.2155998685366,0.0,0.0
rm.strace,strace_logs/rm.strace.log,11.0,20.0,0.0,0.0,0.0,0.0,17.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.010206937789916992,4801.6562799280555,0.0,0.0
rmdir.strace,strace_logs/rmdir.strace.log,11.0,19.0,0.0,0.0,0.0,0.0,17.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.01217508316040039,3943.478204676301,0.0,0.0
rpcgen.strace,strace_logs/rpcgen.strace.log,39.0,17.0,0.0,1.0,0.0,0.0,17.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.012344121932983398,6076.766296475133,0.0,0.0
rsync.strace,strace_logs/rsync.strace.log,202.0,31.0,0.0,0.0,0.0,0.0,58.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.050859928131103516,5742.258604363356,0.0,0.0
run-parts.strace,strace_logs/run-parts.strace.log,9.0,7.0,0.0,0.0,0.0,0.0,16.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.009243965148925781,3570.8966264314454,0.0,0.0
