binary,log_path,io_rw,io_meta,net_total,net_ipv4,net_ipv6,net_unix,mem_mgmt,process_create,execve,priv_ctrl,errno_total,errno_perm,errno_enoent,touch_sensitive,w_x_transition,uses_unlink,duration,rate_cps,err_rate,net_ratio
fc-conflist.strace,strace_logs/fc-conflist.strace.log,103.0,365.0,0.0,0.0,0.0,0.0,73.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1518688201904297,3569.8694975070016,0.0,0.0
fc-list.strace,strace_logs/fc-list.strace.log,101.0,354.0,0.0,0.0,0.0,0.0,73.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.10082197189331055,5247.872185358425,0.0,0.0
fc-match.strace,strace_logs/fc-match.strace.log,101.0,354.0,0.0,0.0,0.0,0.0,73.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.10158109664916992,5208.661833254315,0.0,0.0
fc-pattern.strace,strace_logs/fc-pattern.strace.log,15.0,38.0,0.0,0.0,0.0,0.0,68.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.021722078323364258,5617.405492322383,0.0,0.0
fc-query.strace,strace_logs/fc-query.strace.log,24.0,44.0,0.0,0.0,0.0,0.0,68.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.021216869354248047,6458.126059107765,0.0,0.0
fc-scan.strace,strace_logs/fc-scan.strace.log,23.0,44.0,0.0,0.0,0.0,0.0,68.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.026234865188598633,5184.94125612294,0.0,0.0
fc-validate.strace,strace_logs/fc-validate.strace.log,24.0,44.0,0.0,0.0,0.0,0.0,68.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.05180096626281738,2645.7383105735285,0.0,0.0
ffmpeg.strace,strace_logs/ffmpeg.strace.log,232.0,683.0,0.0,0.0,0.0,0.0,1214.0,0.0,1.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,1.06358003616333,2009.3114832666738,0.0,0.0
ffplay.strace,strace_logs/ffplay.strace.log,224.0,679.0,0.0,0.0,0.0,0.0,1215.0,0.0,1.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0961580276489258,1939.5890960975462,0.0,0.0
ffprobe.strace,strace_logs/ffprobe.strace.log,233.0,684.0,0.0,0.0,0.0,0.0,1215.0,0.0,1.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4398078918457031,4864.487080742109,0.0,0.0
filan.strace,strace_logs/filan.strace.log,8.0,1052.0,54.0,0.0,0.0,5.0,16.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1835930347442627,6188.598574109305,0.0,0.048824593128390596
file.strace,strace_logs/file.strace.log,12.0,32.0,0.0,0.0,0.0,0.0,40.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0218660831451416,3888.298856214495,0.0,0.0
fincore.strace,strace_logs/fincore.strace.log,12.0,22.0,0.0,0.0,0.0,0.0,23.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.012333154678344727,4703.770824875795,0.0,0.0
find.strace,strace_logs/find.strace.log,12.0,87.0,0.0,0.0,0.0,0.0,29.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.04000401496887207,3225.676325623253,0.0,0.0
findmnt.strace,strace_logs/findmnt.strace.log,24.0,48.0,0.0,0.0,0.0,0.0,55.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.02639913558959961,4849.643606740964,0.0,0.0
flock.strace,strace_logs/flock.strace.log,11.0,19.0,0.0,0.0,0.0,0.0,17.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.011343955993652344,4232.328121059269,0.0,0.0
fmt.strace,strace_logs/fmt.strace.log,6.0,13.0,0.0,0.0,0.0,0.0,17.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.00890803337097168,4154.554264914487,0.0,0.0
fold.strace,strace_logs/fold.strace.log,6.0,14.0,0.0,0.0,0.0,0.0,17.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.009676933288574219,3927.863900660294,0.0,0.0
free.strace,strace_logs/free.strace.log,22.0,59.0,0.0,0.0,0.0,0.0,65.0,0.0,1.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.03141903877258301,4870.658843080566,0.0,0.0
funzip.strace,strace_logs/funzip.strace.log,7.0,8.0,0.0,0.0,0.0,0.0,16.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.013139009475708008,2436.495617775681,0.0,0.0
fuser.strace,strace_logs/fuser.strace.log,16.0,35.0,1.0,1.0,0.0,1.0,17.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.032145023345947266,2240.8490498865203,0.0,0.027777777777777776
fusermount.strace,strace_logs/fusermount.strace.log,6.0,7.0,0.0,0.0,0.0,0.0,16.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.00673985481262207,4452.134458240475,0.0,0.0
g-ir-compiler.strace,strace_logs/g-ir-compiler.strace.log,21.0,53.0,0.0,0.0,0.0,0.0,94.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0429689884185791,3934.069085864891,0.0,0.0
g-ir-generate.strace,strace_logs/g-ir-generate.strace.log,21.0,53.0,0.0,0.0,0.0,0.0,94.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.028668880462646484,5895.89360145036,0.0,0.0
g-ir-inspect.strace,strace_logs/g-ir-inspect.strace.log,21.0,54.0,0.0,0.0,0.0,0.0,94.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.07429289817810059,2289.2402513422358,0.0,0.0
gapplication.strace,strace_logs/gapplication.strace.log,22.0,59.0,0.0,0.0,0.0,0.0,88.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.034253835678100586,4963.947846120651,0.0,0.0
gc.strace,strace_logs/gc.strace.log,8.0,14.0,0.0,0.0,0.0,0.0,26.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.016698122024536133,2935.4617273726744,0.0,0.0
gdbus.strace,strace_logs/gdbus.strace.log,22.0,58.0,0.0,0.0,0.0,0.0,88.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.030506134033203125,5540.869451044142,0.0,0.0
genbrk.strace,strace_logs/genbrk.strace.log,14.0,29.0,0.0,0.0,0.0,0.0,59.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.04708123207092285,2188.7082537865936,0.0,0.0
gencat.strace,strace_logs/gencat.strace.log,12.0,19.0,0.0,0.0,0.0,0.0,17.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.009663105010986328,5071.833851468048,0.0,0.0
gencfu.strace,strace_logs/gencfu.strace.log,14.0,29.0,0.0,0.0,0.0,0.0,59.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.05429506301879883,1898.0417248496026,0.0,0.0
gencnval.strace,strace_logs/gencnval.strace.log,13.0,29.0,0.0,0.0,0.0,0.0,59.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.02180314064025879,4679.225109077191,0.0,0.0
gendict.strace,strace_logs/gendict.strace.log,15.0,28.0,0.0,0.0,0.0,0.0,59.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.060545921325683594,1702.1880857498386,0.0,0.0
genrb.strace,strace_logs/genrb.strace.log,21.0,28.0,0.0,0.0,0.0,0.0,59.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.028594017028808594,3812.986258880032,0.0,0.0
getconf.strace,strace_logs/getconf.strace.log,9.0,17.0,0.0,0.0,0.0,0.0,17.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.009689092636108398,4542.188907207363,0.0,0.0
getent.strace,strace_logs/getent.strace.log,11.0,18.0,0.0,0.0,0.0,0.0,17.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.017716169357299805,2653.943706514864,0.0,0.0
getopt.strace,strace_logs/getopt.strace.log,11.0,19.0,0.0,0.0,0.0,0.0,17.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.011156797409057617,4303.30990490437,0.0,0.0
gh.strace,strace_logs/gh.strace.log,30.0,54.0,0.0,0.0,0.0,0.0,45.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.2422170639038086,107.26162193036937,0.0,0.0
gio.strace,strace_logs/gio.strace.log,46.0,58.0,0.0,0.0,0.0,0.0,88.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.034739017486572266,5556.712681701509,0.0,0.0
git-lfs.strace,strace_logs/git-lfs.strace.log,15.0,29.0,0.0,0.0,0.0,0.0,64.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.36333203315734863,301.00107354364553,0.0,0.0
git-shell.strace,strace_logs/git-shell.strace.log,10.0,27.0,0.0,0.0,0.0,0.0,28.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.016470909118652344,4008.064790689595,0.0,0.0
git.strace,strace_logs/git.strace.log,12.0,34.0,0.0,0.0,0.0,0.0,28.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.053225040435791016,1410.1111887548043,0.0,0.0
glib-compile-resources.strace,strace_logs/glib-compile-resources.strace.log,22.0,58.0,0.0,0.0,0.0,0.0,88.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.07433605194091797,2274.4594532182123,0.0,0.0
gml2gv.strace,strace_logs/gml2gv.strace.log,8.0,14.0,0.0,0.0,0.0,0.0,26.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.010014057159423828,4894.121660873292,0.0,0.0
gobject-query.strace,strace_logs/gobject-query.strace.log,20.0,22.0,0.0,0.0,0.0,0.0,45.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.020581960678100586,4276.588772921566,0.0,0.0
gpasswd.strace,strace_logs/gpasswd.strace.log,33.0,53.0,5.0,0.0,0.0,4.0,48.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.03729081153869629,3862.54106221509,0.0,0.08620689655172414
gpg-agent.strace,strace_logs/gpg-agent.strace.log,13.0,53.0,2.0,0.0,0.0,2.0,42.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.10043811798095703,1136.027241565939,0.0,0.03636363636363636
gpg-connect-agent.strace,strace_logs/gpg-connect-agent.strace.log,20.0,48.0,2.0,0.0,0.0,2.0,48.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.02453923225402832,4931.879611367501,0.0,0.04
gpg-wks-server.strace,strace_logs/gpg-wks-server.strace.log,9.0,16.0,0.0,0.0,0.0,0.0,28.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.011615991592407227,4649.763695326451,0.0,0.0
gpg.strace,strace_logs/gpg.strace.log,27.0,79.0,0.0,0.0,0.0,0.0,72.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.13157296180725098,1361.461887771651,0.0,0.0
gpgcompose.strace,strace_logs/gpgcompose.strace.log,25.0,61.0,0.0,0.0,0.0,0.0,53.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.02450704574584961,5713.6428640918375,0.0,0.0
gpgconf.strace,strace_logs/gpgconf.strace.log,10.0,27.0,0.0,0.0,0.0,0.0,29.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.01335000991821289,5019.72286316391,0.0,0.0
gpgparsemail.strace,strace_logs/gpgparsemail.strace.log,6.0,8.0,0.0,0.0,0.0,0.0,16.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.006891965866088867,4498.990936451379,0.0,0.0
gpgsm.strace,strace_logs/gpgsm.strace.log,21.0,56.0,0.0,0.0,0.0,0.0,56.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.03248000144958496,4126.61557942025,0.0,0.0
gpgsplit.strace,strace_logs/gpgsplit.strace.log,10.0,20.0,0.0,0.0,0.0,0.0,39.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.04201698303222656,1666.9930092151255,0.0,0.0
gpgtar.strace,strace_logs/gpgtar.strace.log,11.0,25.0,0.0,0.0,0.0,0.0,29.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.012465953826904297,5295.420380216501,0.0,0.0
gpgv.strace,strace_logs/gpgv.strace.log,18.0,37.0,0.0,0.0,0.0,0.0,40.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.02496790885925293,3845.935534696294,0.0,0.0
graphml2gv.strace,strace_logs/graphml2gv.strace.log,9.0,17.0,0.0,0.0,0.0,0.0,32.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.013881921768188477,4251.132005152426,0.0,0.0
grep.strace,strace_logs/grep.strace.log,12.0,27.0,0.0,0.0,0.0,0.0,25.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.015323877334594727,4242.746300935074,0.0,0.0
gresource.strace,strace_logs/gresource.strace.log,23.0,61.0,0.0,0.0,0.0,0.0,95.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.03539896011352539,5085.895133154627,0.0,0.0
groff.strace,strace_logs/groff.strace.log,253.0,356.0,0.0,0.0,0.0,0.0,84.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.20331907272338867,3424.1909022469986,0.0,0.0
grops.strace,strace_logs/grops.strace.log,9.0,17.0,0.0,0.0,0.0,0.0,36.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.01425313949584961,4421.078819711619,0.0,0.0
grotty.strace,strace_logs/grotty.strace.log,9.0,20.0,0.0,0.0,0.0,0.0,36.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.013833045959472656,4772.183453981385,0.0,0.0
groups.strace,strace_logs/groups.strace.log,9.0,24.0,4.0,0.0,0.0,4.0,17.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.012696027755737305,4648.122795816041,0.0,0.14285714285714285
gsettings.strace,strace_logs/gsettings.strace.log,22.0,58.0,0.0,0.0,0.0,0.0,88.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.029319047927856445,5765.170801720703,0.0,0.0
gtester.strace,strace_logs/gtester.strace.log,25.0,21.0,0.0,0.0,0.0,0.0,34.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.015196084976196289,5331.3202849208465,0.0,0.0
gtk-update-icon-cache.strace,strace_logs/gtk-update-icon-cache.strace.log,22.0,56.0,0.0,0.0,0.0,0.0,104.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.030915021896362305,5920.452381870484,0.0,0.0
gv2gml.strace,strace_logs/gv2gml.strace.log,8.0,14.0,0.0,0.0,0.0,0.0,26.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.012429952621459961,3943.090649275918,0.0,0.0
gvcolor.strace,strace_logs/gvcolor.strace.log,8.0,14.0,0.0,0.0,0.0,0.0,26.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.01023101806640625,4790.357196122297,0.0,0.0
gvgen.strace,strace_logs/gvgen.strace.log,8.0,10.0,0.0,0.0,0.0,0.0,19.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.00758814811706543,5008.8094699469,0.0,0.0
gvmap.strace,strace_logs/gvmap.strace.log,13.0,29.0,0.0,0.0,0.0,0.0,54.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.044367074966430664,2187.305950378582,0.0,0.0
gvpack.strace,strace_logs/gvpack.strace.log,20.0,73.0,0.0,0.0,0.0,0.0,98.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.06522202491760254,2944.7908473795605,0.0,0.0
gvpr.strace,strace_logs/gvpr.strace.log,9.0,22.0,0.0,0.0,0.0,0.0,38.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.017229795455932617,4063.7295999557196,0.0,0.0
gxl2gv.strace,strace_logs/gxl2gv.strace.log,9.0,17.0,0.0,0.0,0.0,0.0,32.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.010751962661743164,5488.370246357851,0.0,0.0
gzip.strace,strace_logs/gzip.strace.log,7.0,10.0,0.0,0.0,0.0,0.0,14.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.013395071029663086,2389.9384333339267,0.0,0.0
hardlink.strace,strace_logs/hardlink.strace.log,8.0,10.0,0.0,0.0,0.0,0.0,17.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.007202863693237305,4999.012114792626,0.0,0.0
head.strace,strace_logs/head.strace.log,8.0,20.0,0.0,0.0,0.0,0.0,17.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.010190010070800781,4515.225175479644,0.0,0.0
hexdump.strace,strace_logs/hexdump.strace.log,7.0,16.0,0.0,0.0,0.0,0.0,22.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.00941610336303711,4886.247987036006,0.0,0.0
host.strace,strace_logs/host.strace.log,48.0,120.0,3.0,1.0,2.0,1.0,226.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.09190821647644043,4374.928854370141,0.0,0.024390243902439025
hostid.strace,strace_logs/hostid.strace.log,14.0,33.0,4.0,0.0,0.0,4.0,17.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.015221118927001953,4796.968046113843,0.0,0.10810810810810811
hostname.strace,strace_logs/hostname.strace.log,6.0,8.0,0.0,0.0,0.0,0.0,16.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.008009910583496094,3871.20550065484,0.0,0.0
hostnamectl.strace,strace_logs/hostnamectl.strace.log,29.0,100.0,0.0,0.0,0.0,0.0,135.0,0.0,1.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.05937695503234863,4565.060246140256,0.0,0.0
iconv.strace,strace_logs/iconv.strace.log,6.0,13.0,0.0,0.0,0.0,0.0,18.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.008997917175292969,4224.199576046635,0.0,0.0
icuexportdata.strace,strace_logs/icuexportdata.strace.log,13.0,28.0,0.0,0.0,0.0,0.0,59.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.01858687400817871,5434.942251696404,0.0,0.0
icuinfo.strace,strace_logs/icuinfo.strace.log,16.0,39.0,0.0,0.0,0.0,0.0,63.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.08068203926086426,1475.925535970213,0.0,0.0
id.strace,strace_logs/id.strace.log,19.0,55.0,8.0,0.0,0.0,8.0,29.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.022140979766845703,5420.814356169104,0.0,0.12698412698412698
ifdata.strace,strace_logs/ifdata.strace.log,35.0,7.0,0.0,0.0,0.0,0.0,14.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.027521848678588867,2072.0818036124224,0.0,0.0
ifne.strace,strace_logs/ifne.strace.log,6.0,7.0,0.0,0.0,0.0,0.0,14.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.02439284324645996,1148.877667113018,0.0,0.0
infocmp.strace,strace_logs/infocmp.strace.log,10.0,23.0,0.0,0.0,0.0,0.0,26.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.014956951141357422,4012.5127363152355,0.0,0.0
install.strace,strace_logs/install.strace.log,17.0,36.0,0.0,0.0,0.0,0.0,40.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.020888805389404297,4501.017987992786,0.0,0.0
ionice.strace,strace_logs/ionice.strace.log,8.0,20.0,0.0,0.0,0.0,0.0,17.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.01169586181640625,3934.0150032615784,0.0,0.0
ip.strace,strace_logs/ip.strace.log,13.0,29.0,6.0,0.0,0.0,0.0,55.0,0.0,1.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.02652883529663086,4147.431562865103,0.0,0.17142857142857143
ipcmk.strace,strace_logs/ipcmk.strace.log,11.0,19.0,0.0,0.0,0.0,0.0,17.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.012146949768066406,3952.6093271571012,0.0,0.0
ipcrm.strace,strace_logs/ipcrm.strace.log,5.0,7.0,0.0,0.0,0.0,0.0,14.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.007179975509643555,3761.4585090486466,0.0,0.0
ipcs.strace,strace_logs/ipcs.strace.log,14.0,29.0,0.0,0.0,0.0,0.0,17.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.013293981552124023,4589.542549184885,0.0,0.0
ischroot.strace,strace_logs/ischroot.strace.log,19.0,11.0,0.0,0.0,0.0,0.0,14.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.010792970657348633,4170.380370673088,0.0,0.0
isutf8.strace,strace_logs/isutf8.strace.log,6.0,8.0,0.0,0.0,0.0,0.0,16.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.006006956100463867,5161.683627703909,0.0,0.0
join.strace,strace_logs/join.strace.log,11.0,19.0,0.0,0.0,0.0,0.0,17.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.010857105255126953,4422.067943256182,0.0,0.0
journalctl.strace,strace_logs/journalctl.strace.log,28.0,98.0,0.0,0.0,0.0,0.0,135.0,0.0,1.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.045912981033325195,5838.129151023249,0.0,0.0
jq.strace,strace_logs/jq.strace.log,9.0,19.0,0.0,0.0,0.0,0.0,37.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.14717388153076172,449.4491359032678,0.0,0.0
kbxutil.strace,strace_logs/kbxutil.strace.log,9.0,22.0,0.0,0.0,0.0,0.0,35.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.015033960342407227,4457.576874890971,0.0,0.0
kill.strace,strace_logs/kill.strace.log,31.0,54.0,0.0,0.0,0.0,0.0,65.0,0.0,1.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.026535987854003906,5917.493513027853,0.0,0.0
killall.strace,strace_logs/killall.strace.log,11.0,17.0,0.0,0.0,0.0,0.0,17.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.009671926498413086,4757.032834569971,0.0,0.0
kmod.strace,strace_logs/kmod.strace.log,10.0,17.0,0.0,0.0,0.0,0.0,32.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.017695188522338867,3391.7522332556355,0.0,0.0
last.strace,strace_logs/last.strace.log,11.0,29.0,0.0,0.0,0.0,0.0,17.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.011677980422973633,4967.612196566015,0.0,0.0
lastlog.strace,strace_logs/lastlog.strace.log,23.0,66.0,1.0,0.0,0.0,0.0,28.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.036602020263671875,3252.1866597186036,0.0,0.014925373134328358
lckdo.strace,strace_logs/lckdo.strace.log,6.0,8.0,0.0,0.0,0.0,0.0,16.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.019711017608642578,1573.7244841183444,0.0,0.0
lefty.strace,strace_logs/lefty.strace.log,23.0,53.0,0.0,0.0,0.0,0.0,101.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.04857802391052246,3665.2083327198393,0.0,0.0
less.strace,strace_logs/less.strace.log,9.0,28.0,0.0,0.0,0.0,0.0,22.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.024000883102416992,2500.9080135496242,0.0,0.0
lessecho.strace,strace_logs/lessecho.strace.log,5.0,7.0,0.0,0.0,0.0,0.0,14.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0061109066009521484,4419.329678904452,0.0,0.0
lesskey.strace,strace_logs/lesskey.strace.log,6.0,8.0,0.0,0.0,0.0,0.0,16.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.007391214370727539,4195.168704235347,0.0,0.0
lexgrog.strace,strace_logs/lexgrog.strace.log,12.0,55.0,0.0,0.0,0.0,0.0,40.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.04415583610534668,2492.176924779836,0.0,0.0
link.strace,strace_logs/link.strace.log,11.0,19.0,0.0,0.0,0.0,0.0,17.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.010804891586303711,4443.432357289437,0.0,0.0
ln.strace,strace_logs/ln.strace.log,11.0,20.0,0.0,0.0,0.0,0.0,17.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.00990605354309082,4947.470336229512,0.0,0.0
lnstat.strace,strace_logs/lnstat.strace.log,109.0,17.0,0.0,0.0,0.0,0.0,16.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,14.093753099441528,11.146339232072005,0.0,0.0
locale-check.strace,strace_logs/locale-check.strace.log,6.0,7.0,0.0,0.0,0.0,0.0,14.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0069849491119384766,4009.619039492098,0.0,0.0
locale.strace,strace_logs/locale.strace.log,6.0,11.0,0.0,0.0,0.0,0.0,17.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.011183977127075195,3130.4770726299857,0.0,0.0
localectl.strace,strace_logs/localectl.strace.log,29.0,100.0,0.0,0.0,0.0,0.0,135.0,0.0,1.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.052748918533325195,5138.546086917218,0.0,0.0
localedef.strace,strace_logs/localedef.strace.log,8.0,18.0,0.0,0.0,0.0,0.0,17.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.013961076736450195,3152.619379408098,0.0,0.0
logger.strace,strace_logs/logger.strace.log,18.0,51.0,8.0,0.0,0.0,8.0,58.0,0.0,1.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.029440879821777344,5095.956431602474,0.0,0.13559322033898305
login.strace,strace_logs/login.strace.log,9.0,22.0,0.0,0.0,0.0,0.0,38.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.015038013458251953,4655.870152519263,0.0,0.0
loginctl.strace,strace_logs/loginctl.strace.log,29.0,100.0,0.0,0.0,0.0,0.0,135.0,0.0,1.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.09856200218200684,2750.5383007699584,0.0,0.0
